"company_id","company","company_revenue","company_employees","company_industry","no_of_stars","no_of_reviews"
"c_419","Central Maine Medical Center","","","Health Care",3.29999995231628,117
"c_420","Central Texas Food Bank","","","",3.09999990463257,10
"c_421","Centro","","Less than 10,000","Media, News and Publishing",3.79999995231628,20
"c_422","Centura Health","","","",3.5,675
"c_423","CenturyLink","More than $10B (USD)","10,000+","Telecommunications",3.5,3182
"c_424","Cerebri AI","","","",NA,NA
"c_425","Certara","","","",3.79999995231628,4
"c_427","Change Healthcare","$1B to $5B (USD)","10,000+","Health Care",3.200000048,448
"c_428","Change.org","","Less than 10,000","",2,2
"c_429","Chapman Cubine Adams & Hussey","","","",NA,NA
"c_430","Charles Schwab","$1B to $5B (USD)","10,000+","Banks and Financial Services",4.099999905,948
"c_431","Chatmeter","","","",3.70000004768372,3
"c_432","Chegg","Less than $1B (USD)","Less than 10,000","Internet and Software",3.900000095,126
"c_433","Chenega Corporation","","","Government",3.79999995231628,420
"c_435","Chicago Public Schools","","10,000+","Education and Schools",3.90000009536743,1216
"c_436","Chicago Trading Company (CTC)","","","",NA,NA
"c_437","Child Care Resource Center – Chatsworth, CA","","","",NA,NA
"c_438","Children's Hospital & Research Center Oakland","","","Health Care",3.29999995231628,7
"c_439","Children's Hospital of Wisconsin","","","Health Care",4.300000191,161
"c_440","Children's Medical Center","","","Health Care",3.70000004768372,99
"c_441","Chime","","","",3.29999995231628,12
"c_443","Choice Hotels","","Less than 10,000","Restaurants, Travel and Leisure",3.799999952,258
"c_444","ChowNow","","","",4.300000191,4
"c_445","Christiana Care Health Systems","","10,000+","Health Care",4.09999990463257,327
"c_446","Church Pension Group","","Less than 10,000","",3.79999995231628,24
"c_447","Churchill Mortgage Corp","","","",NA,NA
"c_449","Cigna","More than $10B (USD)","10,000+","Insurance",3.700000048,3295
"c_451","Cimpress","$1B to $5B (USD)","Less than 10,000","Internet and Software",4.099999905,24
"c_452","Ciox Health","Less than $1B (USD)","Less than 10,000","Internet and Software",2.90000009536743,1119
"c_453","CircleUp","","","",NA,NA
"c_454","Cisco Meraki","","Less than 10,000","Internet and Software",4.40000009536743,10
"c_455","Cisco Systems","More than $10B (USD)","10,000+","Internet and Software",4.099999905,4252
"c_456","Citadel Securities","","","",3.799999952,4
"c_457","Citi","More than $10B (USD)","10,000+","Banks and Financial Services",3.90000009536743,14631
"c_459","Citizens Energy Group","","","",3.59999990463257,21
"c_460","City National Bank","","Less than 10,000","Banks and Financial Services",3.70000004768372,199
"c_461","City of Minneapolis","","","Government",3.90000009536743,54
"c_462","City of Seattle","","","",NA,NA
"c_463","City of Tucson","","","Government",3.70000004768372,70
"c_464","Cityblock Health","","","",NA,NA
"c_465","Civis Analytics","","","",3.5,2
"c_466","Civitas Learning","","","",3.900000095,8
"c_467","Clara","","","",3.70000004768372,6
"c_468","Clarabridge","","","",4,10
"c_469","Claritas","","","",3.79999995231628,6
"c_470","Clarity Insights","","","",3.5,10
"c_471","Clarity USA","","","",NA,NA
"c_472","Clarivate Analytics","$1B to $5B (USD)","Less than 10,000","",3.59999990463257,32
"c_473","Clarkston Consulting","","","",4.59999990463257,10
"c_474","ClassLink Inc","","","",NA,NA
"c_475","Clayton Homes","","10,000+","Construction",3.59999990463257,325
"c_476","Clear Capital","","","",NA,NA
"c_478","ClearView Healthcare Partners","","","Health Care",5,2
"c_477","Clearpoint","","","",3.29999995231628,33
"c_479","Clearwater Paper","","","",3.29999995231628,174
"c_480","Clemson University","","","Education and Schools",4.40000009536743,294
"c_481","Cleveland Cavaliers","","","",4.099999905,26
"c_482","ClimaCell","","","",NA,NA
"c_483","CliniWorks","","","",NA,NA
"c_484","Clockwork Solutions","","","",3.79999995231628,6
"c_485","Cloudburst Consulting Group Inc","","","",NA,NA
"c_487","Coda Search","","","Human Resources and Staffing",4.5,2
"c_488","Code Pilot","","","",NA,NA
"c_489","Coffee & Bagel Brands","","","",NA,NA
"c_490","Coffee Meets Bagel","","","",NA,NA
"c_491","Cogitativo","","","",NA,NA
"c_492","Cognitive Scale","","","",NA,NA
"c_493","Cognizant","$5B to $10B (USD)","10,000+","Internet and Software",4,10492
"c_494","Cognosante, LLC","Less than $1B (USD)","Less than 10,000","Health Care",3.79999995231628,303
"c_495","Cogo Labs","","Less than 10,000","Internet and Software",3.5,2
"c_496","Coherent Germany","","","",NA,NA
"c_497","Coherent, Inc.","","","",NA,NA
"c_498","Coinbase","","Less than 10,000","Internet and Software",4.69999980926514,3
"c_499","Colgate-Palmolive","$1B to $5B (USD)","Less than 10,000","Consumer Goods and Services",4,34
"c_500","Collective Health","","","",4.09999990463257,7
"c_501","College Raptor","","","",NA,NA
"c_502","Colliers International","","10,000+","Real Estate",3.90000009536743,410
"c_503","Colony Brands, Inc.","","Less than 10,000","Consumer Goods and Services",3.70000004768372,156
"c_504","Colorado Community Managed Care Network","","","",NA,NA
"c_505","Columbia Sportswear","$1B to $5B (USD)","Less than 10,000","Retail",3.70000004768372,324
"c_506","Columbia University","","","Education and Schools",4.099999905,830
"c_507","Comcast","More than $10B (USD)","10,000+","Telecommunications",3.700000048,12327
"c_508","Commerce Bank","Less than $1B (USD)","Less than 10,000","Banks and Financial Services",3.79999995231628,360
"c_509","Common Securitization Solutions","","Less than 10,000","Banks and Financial Services",2.20000004768372,6
"c_510","Commonwealth Care Alliance","","Less than 10,000","Health Care",3.5,62
"c_512","Commonwealth Of Virginia","","","",NA,NA
"c_511","Commonwealth of Massachusetts","","","Government",3.90000009536743,353
"c_513","Community Behavioral Health","","Less than 10,000","Organization",3.79999995231628,47
"c_514","Community Health Network","","10,000+","Health Care",4,331
"c_515","Community Medical Centers","","","Health Care",3.90000009536743,321
"c_516","Community Medical Centers Inc","","","Health Care",3.90000009536743,321
"c_517","Community Reach Center","","","",3.70000004768372,30
"c_518","Compass Group USA","","","",3.40000009536743,3476
"c_519","Comprehensive Healthcare","","Less than 10,000","Health Care",4.19999980926514,18
"c_520","CompuCom","$1B to $5B (USD)","10,000+","Consulting and Business Services",3.40000009536743,1613
"c_521","CompuGain","","","",4.09999990463257,14
"c_522","Comrise","","","",4,5
"c_525","ConAgra Foods","$5B to $10B (USD)","10,000+","Consumer Goods and Services",3.70000004768372,1281
"c_524","Conagra Brands","$5B to $10B (USD)","10,000+","Consumer Goods and Services",3.70000004768372,1281
"c_526","Concerted Care Group","","","",1.70000004768372,3
"c_527","Concur","Less than $1B (USD)","Less than 10,000","Internet and Software",4.199999809,140
"c_528","Conductor","","","",3.599999905,97
"c_529","Conduent","","10,000+","Consulting and Business Services",2.79999995231628,2774
"c_530","ConnectYourCare","","","Health Care",3,34
"c_531","Consumers Energy","$5B to $10B (USD)","Less than 10,000","Energy and Utilities",4,184
"c_533","Conversant Media","","","",3.90000009536743,21
"c_534","Convey","","","",3.09999990463257,9
"c_535","Convey, Inc.","","","",NA,NA
"c_536","Convoy","","","",4.80000019073486,5
"c_537","Cook Medical","","","",3.70000004768372,146
"c_538","CooperVision","Less than $1B (USD)","Less than 10,000","Consumer Goods and Services",3.90000009536743,180
"c_539","Copper","","","",3.599999905,14
"c_540","Corcentric","","","",2.79999995231628,4
"c_541","Core10","","","",NA,NA
"c_542","CoreCompete","","","",4.5,2
"c_544","Cormac Corporation","","","",4.30000019073486,4
"c_545","Corning","$5B to $10B (USD)","10,000+","Construction",4,431
"c_547","Coso IT","","","",NA,NA
"c_548","Cota","","","",3.90000009536743,66
"c_549","Coty Inc.","","","",3.79999995231628,481
"c_550","Country Financial","$1B to $5B (USD)","Less than 10,000","Insurance",3.70000004768372,286
"c_551","County of San Mateo","","","Government",4,119
"c_552","Coupa Software","","","",4.5,6
"c_553","Coursera","","","",4.40000009536743,11
"c_554","Courtney Raymond Consultants","","","",NA,NA
"c_555","Covance","","10,000+","Pharmaceuticals",3.29999995231628,820
"c_556","Coverent","","Less than 10,000","Consulting and Business Services",4.5,2
"c_557","Coyote Logistics","","Less than 10,000","Transport and Freight",3.59999990463257,165
"c_559","Creative Alignments","","","",4.69999980926514,3
"c_560","Creative Arts Agency (CAA)","","","Media, News and Publishing",4,53
"c_561","Credit Acceptance","","Less than 10,000","Banks and Financial Services",3.59999990463257,120
"c_562","Credit Karma","","","",3,6
"c_563","Credit Sesame","","","",NA,NA
"c_564","Credit Suisse","$5B to $10B (USD)","10,000+","Banks and Financial Services",3.90000009536743,1238
"c_565","Cresco Labs","","","",2.29999995231628,3
"c_566","Crestron","","Less than 10,000","Computers and Electronics",3.09999990463257,104
"c_567","Crestron Electronics","","Less than 10,000","Computers and Electronics",3.09999990463257,104
"c_569","Cricket Health","","","",NA,NA
"c_570","Cricut","Less than $1B (USD)","Less than 10,000","Consumer Goods and Services",3.29999995231628,10
"c_571","Criteo","","","",4,27
"c_572","Criterion Systems","","","",3.299999952,18
"c_573","Crohn's & Colitis Foundation of America","","","",3.90000009536743,30
"c_574","Cross River Bank","","Less than 10,000","Banks and Financial Services",4.599999905,8
"c_575","CrossFit, Inc.","","","",NA,NA
"c_576","Crossover","","","Human Resources and Staffing",2.79999995231628,19
"c_577","Crossover Health","","","",3.5,2
"c_578","Crowdstrike","","Less than 10,000","Internet and Software",2.70000004768372,6
"c_579","Crowe","Less than $1B (USD)","Less than 10,000","Consulting and Business Services",3.79999995231628,183
"c_580","Crown Castle","$1B to $5B (USD)","Less than 10,000","Telecommunications",4,172
"c_581","Crozer Keystone Health System","","Less than 10,000","Health Care",3.5,104
"c_582","Crystal Dynamics","","","",4.5,6
"c_586","Cubic Corporation","$1B to $5B (USD)","Less than 10,000","Government",3.79999995231628,379
"c_587","Culinary Health Center","","","",3.90000009536743,9
"c_588","Cummins Inc.","More than $10B (USD)","10,000+","Industrial Manufacturing",3.90000009536743,2705
"c_589","Cummins Power Systems, LLC.","More than $10B (USD)","10,000+","Industrial Manufacturing",3.90000009536743,2705
"c_590","Curbside","","Less than 10,000","Internet and Software",4.199999809,9
"c_591","Curriculum Associates","Less than $1B (USD)","Less than 10,000","Media, News and Publishing",4.09999990463257,8
"c_592","Curve IT Consulting","","","",NA,NA
"c_593","Custoria","","","",NA,NA
"c_594","Cyberonics","Less than $1B (USD)","Less than 10,000","Industrial Manufacturing",2.900000095,34
"c_595","Cyberspace Solutions","","","",3.5,25
"c_596","Cydecor, Inc.","","Less than 10,000","Consulting and Business Services",3.90000009536743,11
"c_597","Cyient","Less than $1B (USD)","10,000+","Consulting and Business Services",3.70000004768372,692
"c_598","Cymer","","Less than 10,000","Industrial Manufacturing",3.59999990463257,77
"c_599","D&K Engineering","","","",3.79999995231628,16
"c_604","DATA WORKS","","","",5,4
"c_611","DCS Corp","","Less than 10,000","Aerospace and Defense",4.5,46
"c_614","DEG","","","",3.59999990463257,8
"c_629","DHL","","","",3.90000009536743,323
"c_642","DISH","More than $10B (USD)","10,000+","Media, News and Publishing",3.29999995231628,4479
"c_645","DJO","","","Health Care",3.29999995231628,125
"c_646","DNAnexus","","","",NA,NA
"c_663","DRW","","","",NA,NA
"c_664","DRW Trading Group","","","",4.59999990463257,7
"c_666","DSD Partners Inc","","","",NA,NA
"c_667","DTCC","$1B to $5B (USD)","Less than 10,000","Banks and Financial Services",3.79999995231628,237
"c_672","DXC","","","Internet and Software",3.29999995231628,1642
"c_600","Daley and Associates","","Less than 10,000","Human Resources and Staffing",4.19999980926514,9
"c_601","Dana-Farber Cancer Institute","","","Health Care",4.099999905,261
"c_602","Darwin Recruitment","","","",NA,NA
"c_603","Dassault Falcon Jet","","","",3.90000009536743,134
"c_606","DataLab USA","","Less than 10,000","Consulting and Business Services",4.5,2
"c_607","DataRobot","","","",5,2
"c_605","Datadog","","","",3.29999995231628,7
"c_608","Daugherty Business Solutions","","","",3.599999905,34
"c_609","David Weekley Homes","$1B to $5B (USD)","Less than 10,000","Construction",3.59999990463257,104
"c_610","Day Zero Diagnostics","","","",NA,NA
"c_613","DeepCurrent Technologies, Inc.","","","",NA,NA
"c_615","Delaware North","","","",3.700000048,1208
"c_616","Dell","More than $10B (USD)","10,000+","Computers and Electronics",4,8696
"c_617","Deloitte","","10,000+","Consulting and Business Services",4,7198
"c_618","Delta Dental of Minnesota","","Less than 10,000","Insurance",4.80000019073486,5
"c_619","Denodo","","","",NA,NA
"c_620","Denodo Technologies","","","",NA,NA
"c_621","Dentsu Aegis Networks","","","",3.90000009536743,21
"c_622","Department of Veterans Affairs","","10,000+","Health Care",3.90000009536743,4615
"c_623","Dev Technology Group, Inc.","","","",NA,NA
"c_624","Devoted Health","","","",NA,NA
"c_626","Dewpoint","","","",4.19999980926514,9
"c_627","Dexcom","Less than $1B (USD)","Less than 10,000","Health Care",3.59999990463257,86
"c_628","Dexperts","","","",NA,NA
"c_630","Dialpad, Inc.","","","",NA,NA
"c_631","Dice","","","",NA,NA
"c_632","Dick's Sporting Goods","$5B to $10B (USD)","10,000+","Retail",3.5,4637
"c_633","Digital Management, LLC","","","Internet and Software",3.70000004768372,127
"c_634","Digital Promise","","","",NA,NA
"c_635","DigitasLBi","","","",3.79999995231628,155
"c_636","Dime Community Bank","","","Banks and Financial Services",2.59999990463257,7
"c_637","Diné Development Corporation","","","",NA,NA
"c_638","Direct Resources Group","","","",NA,NA
"c_639","Directly","","Less than 10,000","Internet and Software",5,2
"c_640","Discover Financial Services","$5B to $10B (USD)","10,000+","Banks and Financial Services",4,1948
"c_641","Discovery Communications, LLC","$1B to $5B (USD)","Less than 10,000","Media, News and Publishing",4.19999980926514,321
"c_643","Disney","More than $10B (USD)","10,000+","Restaurants, Travel and Leisure",4.30000019073486,4330
"c_644","Diverse Lynx","","","Internet and Software",4.80000019073486,82
"c_647","Dollar Shave Club","","Less than 10,000","Consumer Goods and Services",3.90000009536743,7
"c_648","Domino's","$5B to $10B (USD)","10,000+","Food and Beverages",3.70000004768372,17054
"c_649","Domo, Inc.","","","",4,32
"c_650","Donnelley Financial Solutions","$1B to $5B (USD)","Less than 10,000","Consulting and Business Services",3.099999905,43
"c_651","DoorDash","","","Internet and Software",3.29999995231628,588
"c_652","Doosan Bobcat","","Less than 10,000","Construction",3.799999952,28
"c_653","Dot818","","","",NA,NA
"c_654","Dotdash","","","",3,2
"c_656","DoubleDown Interactive LLC","","","",NA,NA
"c_657","Dow Jones","","Less than 10,000","Media, News and Publishing",3.79999995231628,181
"c_658","Doximity","","","",5,2
"c_660","Drillinginfo","","","",3.599999905,21
"c_661","Driven Brands","","","Auto",2.90000009536743,34
"c_662","Dropbox","","Less than 10,000","Internet and Software",3.599999905,23
"c_665","Drybar","","Less than 10,000","Consumer Goods and Services",3.40000009536743,160
"c_671","DuPont","More than $10B (USD)","10,000+","Consumer Goods and Services",4,1063
"c_668","Duke Energy","$5B to $10B (USD)","10,000+","Energy and Utilities",3.900000095,936
"c_669","Duke University and Duke University Health System","","","Health Care",4,191
"c_670","Dun & Bradstreet","","","",3.79999995231628,166
"c_673","Dynetics","","Less than 10,000","Aerospace and Defense",4.30000019073486,15
"c_674","Dyson","","Less than 10,000","Consumer Goods and Services",3.70000004768372,235
"c_675","E*TRADE FINANCIAL","","","Banks and Financial Services",3.59999990463257,331
"c_686","EBSCO Industries Inc","","","",3.70000004768372,89
"c_688","ECRI Institute","","","",3.299999952,19
"c_689","ECS Federal LLC","","","Consulting and Business Services",3.59999990463257,85
"c_706","ELLKAY LLC","","","",3.299999952,3
"c_708","EMA, Inc.","","","",NA,NA
"c_711","EMD","","10,000+","Industrial Manufacturing",4,50
"c_713","EMIDS","","Less than 10,000","Health Care",3.90000009536743,56
"c_731","EPAM Systems","","","",3.90000009536743,135
"c_733","EPMA","","Less than 10,000","Consulting and Business Services",4.19999980926514,5
"c_740","ERM Group","","","Consulting and Business Services",3.29999995231628,86
"c_741","ESAC Inc","","","",4,2
"c_758","EXL","","Less than 10,000","Consulting and Business Services",3.79999995231628,1208
"c_764","EY","More than $10B (USD)","10,000+","Consulting and Business Services",4,5654
"c_676","Eagle Ray Inc","","","",3.90000009536743,12
"c_677","EagleView Technologies","","","",3.20000004768372,15
"c_678","Early Warning Services","","","",3.09999990463257,31
"c_679","East Daley Capital Advisors","","","",NA,NA
"c_680","East West Bank","","","",3.5,120
"c_681","Eastman Chemical Company","","","",3.599999905,14
"c_682","EasyPost","","","",3.299999952,3
"c_683","Eaton","More than $10B (USD)","10,000+","Industrial Manufacturing",3.900000095,3227
"c_684","Eaton Vance","$1B to $5B (USD)","Less than 10,000","Banks and Financial Services",4.30000019073486,32
"c_687","Ecolab","More than $10B (USD)","10,000+","Industrial Manufacturing",3.5,1287
"c_690","Edelman","","","",3.79999995231628,104
"c_691","Edison Energy","","","",3.5,4
"c_692","Edison Software, Inc.","","","",NA,NA
"c_693","EducationDynamics","","","Education and Schools",3.799999952,21
"c_694","Edward-Elmhurst Health","","","Health Care",4,364
"c_695","Edwards Lifesciences","$1B to $5B (USD)","Less than 10,000","Health Care",4.099999905,211
"c_697","Einstein Healthcare Network","","Less than 10,000","Health Care",3.40000009536743,112
"c_698","Elder Research Inc","","","",NA,NA
"c_699","Electronic Arts","$1B to $5B (USD)","Less than 10,000","Internet and Software",3.90000009536743,417
"c_700","Elev8 Hire Solutions","","","",NA,NA
"c_701","Eli Lilly","$1B to $5B (USD)","10,000+","Pharmaceuticals",4.19999980926514,1302
"c_703","Elite SEM","","","",NA,NA
"c_704","Ellie Mae","","","",3.70000004768372,30
"c_705","Ellis Medicine","","","",3.90000009536743,48
"c_707","Ely-Bloomenson Community Hospital","","","",NA,NA
"c_709","Emailage","","Less than 10,000","Internet and Software",4,4
"c_710","EmblemHealth","","Less than 10,000","Insurance",3.59999990463257,517
"c_712","Emerson Hospital","","","Health Care",3.90000009536743,87
"c_714","Emmis Communications","","","",4.19999980926514,57
"c_715","Emory Healthcare","","","Health Care",4,1244
"c_716","Emory University","","","Education and Schools",4.09999990463257,580
"c_717","Enable Midstream","","","",4.09999990463257,7
"c_718","Encompass Community Services","","","",3.20000004768372,13
"c_719","Endurance International Group","","","Internet and Software",3.5,123
"c_721","EnerNOC","Less than $1B (USD)","Less than 10,000","Energy and Utilities",3.79999995231628,43
"c_720","Energy Sense Finance","","","",NA,NA
"c_722","Engage Partners","","","",3.79999995231628,16
"c_723","Engie","","","Energy and Utilities",3.70000004768372,781
"c_724","Engility","Less than $1B (USD)","Less than 10,000","Aerospace and Defense",3.79999995231628,495
"c_725","Enlighted","","","",NA,NA
"c_726","Ensign Services","","10,000+","Health Care",2.79999995231628,174
"c_727","Entergy Corporation","Less than $1B (USD)","Less than 10,000","Energy and Utilities",3.90000009536743,399
"c_728","Envisagegroup","","","",NA,NA
"c_729","Envision Healthcare","","","Health Care",3.59999990463257,149
"c_732","Epic Care","","","",2.5,19
"c_734","Epsilon","","","",3.40000009536743,259
"c_737","EquiLend","","Less than 10,000","",2.799999952,4
"c_736","Equifax","","10,000+","Banks and Financial Services",3.700000048,551
"c_738","Equityzen","","","",NA,NA
"c_739","Ericsson","","10,000+","Telecommunications",4.099999905,5199
"c_743","Esri","$1B to $5B (USD)","Less than 10,000","Internet and Software",3.79999995231628,92
"c_744","Essence","","Less than 10,000","Consulting and Business Services",3.90000009536743,7
"c_745","Estee Lauder","","10,000+","Consumer Goods and Services",4.09999990463257,1464
"c_746","Esurance","$1B to $5B (USD)","Less than 10,000","Insurance",3.5,301
"c_747","Etsy","","","",4.40000009536743,32
"c_748","Evaya Data Systems","","","",NA,NA
"c_749","Eventbrite","","Less than 10,000","Internet and Software",3.79999995231628,5
"c_750","Everlane","","","",5,3
"c_751","Everything But The House (EBTH)","","","",2.29999995231628,16
"c_752","Evolent Health","","Less than 10,000","Health Care",3.700000048,90
"c_753","Evonik","","","Industrial Manufacturing",3.900000095,201
"c_754","Exabeam","","","",NA,NA
"c_755","Exact Sciences","","","Pharmaceuticals",3.29999995231628,46
"c_756","Exact Sciences Corporation","","","Pharmaceuticals",3.29999995231628,46
"c_757","ExcelaCom","","","",3,11
"c_759","Experian","","","Internet and Software",4.30000019073486,330
"c_760","Experis","","10,000+","Consulting and Business Services",3.59999990463257,567
"c_761","Express Scripts","More than $10B (USD)","10,000+","Health Care",3.29999995231628,3301
"c_762","ExtraHop Networks, Inc.","","","",3.79999995231628,4
"c_763","ExxonMobil","More than $10B (USD)","10,000+","Energy and Utilities",4,2234
"c_765","EyeView","","","",NA,NA
"c_780","FARO Technologies","","","Industrial Manufacturing",3.5,57
"c_789","FICO","Less than $1B (USD)","Less than 10,000","Consulting and Business Services",3.70000004768372,122
"c_808","FIS","$5B to $10B (USD)","10,000+","Banks and Financial Services",3.5,1447
"c_819","FM Global","","Less than 10,000","Insurance",4.19999980926514,96
"c_835","FPM Technologies","","","",NA,NA
"c_766","FabFitFun","","","",3,4
"c_767","Fabick Cat","","","",3.70000004768372,30
"c_768","Facebook","","10,000+","Internet and Software",4.19999980926514,387
"c_769","Facing History and Ourselves, Inc","","","",NA,NA
"c_770","Fair","","","",3.79999995231628,22
"c_771","Faire","","","",NA,NA
"c_772","Falls Lake Insurance Companies","","","",NA,NA
"c_773","Fanatics Inc.","","Less than 10,000","Retail",3.700000048,455
"c_774","Fannie Mae","More than $10B (USD)","Less than 10,000","Banks and Financial Services",4,937
"c_775","Faraday Future, Inc.","","","Auto",3.400000095,37
"c_776","Farfetch","","","",NA,NA
"c_777","Farm Bureau Insurance of Michigan","Less than $1B (USD)","Less than 10,000","Insurance",4.09999990463257,177
"c_778","Farmers Fridge","","","",NA,NA
"c_779","Farmers Insurance Group","More than $10B (USD)","10,000+","Insurance",3.700000048,3613
"c_785","FedEx","More than $10B (USD)","10,000+","Transport and Freight",3.90000009536743,18164
"c_781","Federal Management Systems, Inc.","","","",3.90000009536743,34
"c_782","Federal Reserve Bank of Dallas","","Less than 10,000","Banks and Financial Services",4.09999990463257,495
"c_783","Federal Reserve Bank of New York","","Less than 10,000","Banks and Financial Services",4.09999990463257,495
"c_784","Federal Reserve Bank of St. Louis","","Less than 10,000","Organization",3.900000095,17
"c_786","Feedzai","","","",4.5,2
"c_787","Fender","","","",2.90000009536743,14
"c_788","Fiat Chrysler Automobiles","","10,000+","Auto",4.099999905,4433
"c_790","Fidelis Care","$1B to $5B (USD)","Less than 10,000","Insurance",3.29999995231628,296
"c_791","Fidelity Investments","","10,000+","Banks and Financial Services",4.099999905,3021
"c_792","Fidelity National Financial","$1B to $5B (USD)","10,000+","Insurance",3.79999995231628,576
"c_793","Fifth Third Bank","$5B to $10B (USD)","10,000+","Banks and Financial Services",3.59999990463257,1803
"c_794","Figure","","","",5,4
"c_795","FinLocker","","","",NA,NA
"c_796","Finra","","Less than 10,000","Banks and Financial Services",3.79999995231628,84
"c_797","FireEye","","Less than 10,000","Internet and Software",3.70000004768372,70
"c_798","First American Corporation","","10,000+","Insurance",3.90000009536743,1629
"c_799","First Horizon","","","Banks and Financial Services",3.79999995231628,81
"c_800","First National Bank of America","","","Banks and Financial Services",3.70000004768372,17
"c_801","First National Bank of Omaha","","","Banks and Financial Services",4.19999980926514,131
"c_802","First National of Nebraska, Inc.","","","Banks and Financial Services",4.19999980926514,131
"c_803","First Orion","","","",NA,NA
"c_804","First Republic Bank","","","",4,132
"c_805","First San Francisco Partners","","","",NA,NA
"c_806","First Tech Federal Credit Union","","","Banks and Financial Services",3.20000004768372,72
"c_807","FirstCare Health Plans","","","",2.90000009536743,37
"c_809","Fiserv","","","Banks and Financial Services",3.5,1666
"c_810","Fitch Group","","","",3.79999995231628,83
"c_811","Flagship Pioneering","","","",NA,NA
"c_812","Flair IT Solutions","","","",NA,NA
"c_813","FleetPride","","10,000+","Auto",3.20000004768372,192
"c_814","Flight Centre","","","",NA,NA
"c_815","Florida Blue","","","Health Care",4,841
"c_816","Florida Hospital","","10,000+","Health Care",4.09999990463257,1983
"c_817","Florida Polytechnic University","","Less than 10,000","Education and Schools",3.90000009536743,16
"c_818","Fluid Intelligence","Less than $1B (USD)","Less than 10,000","Consulting and Business Services",4.59999990463257,9
"c_820","Foot Locker","$5B to $10B (USD)","10,000+","Retail",3.90000009536743,5503
"c_821","Fora Financial LLC","","","Banks and Financial Services",3.70000004768372,20
"c_822","Forcepoint","","","",3.099999905,98
"c_823","Ford Motor Company","More than $10B (USD)","10,000+","Auto",4.19999980926514,4811
"c_824","ForeFlight","","","",3.5,2
"c_825","Foreground Security","","","",4.30000019073486,4
"c_826","Formation","","","",NA,NA
"c_827","Formativ Health","","","",3.29999995231628,23
"c_828","Fortive","","","",NA,NA
"c_829","Fossil Group","$1B to $5B (USD)","10,000+","Consumer Goods and Services",3.90000009536743,110
"c_830","Foundation Medicine, Inc.","","","",3.79999995231628,15
"c_831","FourKites","","","",NA,NA
"c_832","FourthWall Media","","","",NA,NA
"c_834","FoxNext Games","","","",NA,NA
"c_833","Foxconn","","","Industrial Manufacturing",4,1652
"c_836","Fragomen","","Less than 10,000","Consulting and Business Services",3.29999995231628,113
"c_837","Franciscan Health","","10,000+","Health Care",3.70000004768372,456
"c_838","Franklin Templeton Investments","","","",4,533
"c_840","Fred Hutchinson Cancer Research Center","","Less than 10,000","Organization",4.19999980926514,95
"c_839","Fred's","","","",3.59999990463257,1198
"c_841","Freddie Mac","More than $10B (USD)","Less than 10,000","Banks and Financial Services",3.90000009536743,607
"c_842","Freedom Financial Network","","Less than 10,000","Banks and Financial Services",3.59999990463257,142
"c_843","Freedom Forever","","","",3.5,26
"c_844","Fremont Bank","","","Banks and Financial Services",3.5,106
"c_845","Fresenius Medical Care","","10,000+","Health Care",3.59999990463257,3205
"c_846","Frogdata","","","",NA,NA
"c_847","Fruition Partners","","","",4.09999990463257,7
"c_848","FuelX","","","",NA,NA
"c_849","Fullscreen","","","",4.19999980926514,33
"c_850","Fullscreen Media","","","",4.19999980926514,33
"c_851","Fund for Public Health in New York City","","","",NA,NA
"c_852","Funding Circle US","","","",NA,NA
"c_862","GCC Technologies, LLC","","","",3.79999995231628,8
"c_863","GE Careers","More than $10B (USD)","10,000+","Industrial Manufacturing",4,4685
"c_864","GEHA","","Less than 10,000","Insurance",3.90000009536743,56
"c_893","GM Financial","$1B to $5B (USD)","Less than 10,000","Auto",3.700000048,514
"c_895","GOCOOL","","","",NA,NA
"c_853","Galaxy Systems","","","",1.79999995231628,4
"c_854","Gallagher","$1B to $5B (USD)","10,000+","Insurance",3.29999995231628,665
"c_855","Gallup","Less than $1B (USD)","Less than 10,000","Consulting and Business Services",3.799999952,154
"c_856","Galvanize","","","",4,11
"c_857","Gap Inc.","More than $10B (USD)","10,000+","Retail",3.79999995231628,2346
"c_858","Garmin","Less than $1B (USD)","Less than 10,000","Consumer Goods and Services",3.90000009536743,197
"c_859","Gartner, Inc.","$1B to $5B (USD)","Less than 10,000","Media, News and Publishing",3.79999995231628,307
"c_860","Gayathri's Sandbox","","","",NA,NA
"c_861","Gaylord Specialty Healthcare","","","Health Care",4,17
"c_865","GenapSys, Inc.","","","",NA,NA
"c_866","Genedata","","","",NA,NA
"c_867","Genentech","","10,000+","Pharmaceuticals",4.099999905,726
"c_868","General Dentistry 4 Kids","","","",3.29999995231628,7
"c_869","General Dynamics Information Technology","More than $10B (USD)","10,000+","Aerospace and Defense",3.79999995231628,4573
"c_870","General Dynamics Mission Systems","","Less than 10,000","Computers and Electronics",3.70000004768372,264
"c_871","General Mills","More than $10B (USD)","10,000+","Consumer Goods and Services",4,1530
"c_872","General Motors","More than $10B (USD)","10,000+","Auto",4.19999980926514,6241
"c_873","Genmab","","","",NA,NA
"c_874","Genuine Parts Company","","","Auto",3.70000004768372,1270
"c_875","Genworth","","","Banks and Financial Services",3.70000004768372,361
"c_876","GeoDigital","","","",3,3
"c_877","George Mason University","","","Education and Schools",4.19999980926514,407
"c_878","Georgia Military College","","","Education and Schools",4.09999990463257,89
